advertiser_id,type,count_star()
1242,click,2534
1464,click,2533
468,click,2533
908,click,2532
1619,click,2532
116,click,2532
663,click,2531
155,click,2531
702,click,2531
629,click,2531
1617,click,2529
471,click,2529
1576,click,2528
508,click,2528
834,click,2528
567,click,2528
1626,click,2528
1408,click,2527
1007,click,2527
64,click,2526
113,click,2526
1407,click,2526
170,click,2526
248,click,2525
1307,click,2525
925,click,2525
443,click,2525
1642,click,2524
137,click,2524
1589,click,2523
1383,click,2523
76,click,2522
846,click,2522
1499,click,2522
413,click,2522
466,click,2521
1020,click,2521
423,click,2520
15,click,2520
172,click,2520
554,click,2520
308,click,2520
1545,click,2520
1292,click,2519
1267,click,2519
204,click,2518
727,click,2517
753,click,2516
1153,click,2516
217,click,2515
1448,click,2514
793,click,2514
650,click,2514
1452,click,2514
363,click,2514
271,click,2514
1531,click,2513
748,click,2513
333,click,2513
39,click,2513
940,click,2513
1498,click,2512
1320,click,2512
216,click,2512
632,click,2512
192,click,2512
503,click,2512
1472,click,2511
1558,click,2510
1024,click,2510
1552,click,2510
1069,click,2510
359,click,2510
694,click,2509
1415,click,2509
410,click,2508
680,click,2508
246,click,2508
1128,click,2508
988,click,2507
417,click,2507
798,click,2506
1078,click,2506
986,click,2506
1349,click,2506
772,click,2506
878,click,2505
167,click,2505
926,click,2505
42,click,2505
893,click,2504
587,click,2504
790,click,2504
452,click,2504
74,click,2503
670,click,2503
905,click,2503
114,click,2502
100,click,2501
1649,click,2501
832,click,2501
1290,click,2501
1473,click,2500
966,click,2500
189,click,2499
571,click,2499
278,click,2499
725,click,2499
1240,click,2498
955,click,2498
830,click,2498
510,click,2497
757,click,2497
548,click,2497
1442,click,2497
1424,click,2497
891,click,2497
1469,click,2497
637,click,2497
556,click,2497
1204,click,2496
560,click,2496
429,click,2496
130,click,2496
1404,click,2496
989,click,2495
773,click,2495
371,click,2495
856,click,2495
1494,click,2495
1188,click,2495
1080,click,2495
1029,click,2495
1414,click,2495
1173,click,2494
962,click,2494
165,click,2494
735,click,2494
845,click,2494
1509,click,2494
1262,click,2493
1263,click,2493
1367,click,2493
796,click,2493
828,click,2493
674,click,2493
311,click,2493
1411,click,2493
323,click,2493
1599,click,2492
1300,click,2492
1079,click,2491
128,click,2491
730,click,2491
721,click,2491
377,click,2491
86,click,2491
970,click,2491
1009,click,2490
1480,click,2490
996,click,2490
527,click,2489
1183,click,2489
547,click,2489
1421,click,2489
1360,click,2488
540,click,2488
1441,click,2488
396,click,2488
1317,click,2488
658,click,2488
1515,click,2487
133,click,2487
1353,click,2487
1370,click,2487
268,click,2487
1326,click,2486
517,click,2486
475,click,2486
566,click,2486
313,click,2486
1026,click,2485
1386,click,2485
1337,click,2485
1347,click,2485
433,click,2485
953,click,2485
869,click,2485
1048,click,2485
1381,click,2485
1014,click,2485
1247,click,2485
1250,click,2485
603,click,2485
1348,click,2485
1119,click,2484
16,click,2484
1274,click,2484
1479,click,2484
520,click,2484
971,click,2484
505,click,2483
545,click,2483
1236,click,2483
1417,click,2483
394,click,2482
66,click,2482
101,click,2482
1387,click,2482
1182,click,2482
447,click,2482
870,click,2482
1513,click,2481
208,click,2481
894,click,2481
1003,click,2481
437,click,2480
143,click,2480
1286,click,2480
1056,click,2480
1432,click,2479
1514,click,2479
695,click,2479
1239,click,2479
662,click,2479
1532,click,2479
1345,click,2479
205,click,2479
1094,click,2479
1283,click,2479
920,click,2478
1063,click,2478
1045,click,2478
1459,click,2478
1148,click,2478
1598,click,2478
1563,click,2478
792,click,2478
833,click,2478
1077,click,2477
91,click,2477
300,click,2477
583,click,2477
899,click,2477
1396,click,2477
1501,click,2477
1124,click,2477
150,click,2476
602,click,2476
1471,click,2476
1309,click,2476
1187,click,2476
1582,click,2476
811,click,2476
62,click,2476
1477,click,2476
348,click,2475
1085,click,2475
666,click,2475
634,click,2475
957,click,2475
408,click,2475
1308,click,2475
1207,click,2475
158,click,2475
1082,click,2475
2,click,2475
915,click,2474
1364,click,2474
608,click,2474
1137,click,2474
660,click,2474
415,click,2474
9,click,2474
22,click,2474
1371,click,2474
979,click,2473
180,click,2473
1496,click,2473
21,click,2473
509,click,2473
373,click,2473
47,click,2472
346,click,2472
688,click,2472
275,click,2472
1072,click,2472
507,click,2472
1178,click,2472
642,click,2472
1547,click,2472
58,click,2472
932,click,2472
579,click,2472
405,click,2471
1170,click,2471
1057,click,2471
512,click,2470
174,click,2470
684,click,2470
244,click,2470
1090,click,2470
907,click,2470
1304,click,2470
295,click,2470
584,click,2470
999,click,2470
1574,click,2469
336,click,2469
1135,click,2469
273,click,2469
1324,click,2469
713,click,2469
267,click,2468
148,click,2468
1549,click,2468
63,click,2468
980,click,2468
73,click,2468
643,click,2468
703,click,2468
1052,click,2468
67,click,2468
1123,click,2468
801,click,2467
1138,click,2467
1091,click,2467
677,click,2467
1004,click,2467
460,click,2467
983,click,2467
153,click,2467
1266,click,2467
692,click,2466
1538,click,2466
123,click,2466
240,click,2466
557,click,2466
1342,click,2466
1315,click,2466
515,click,2466
1600,click,2465
615,click,2465
1296,click,2465
1021,click,2465
364,click,2465
1272,click,2465
109,click,2465
861,click,2465
741,click,2465
345,click,2465
1487,click,2465
1193,click,2465
911,click,2465
1238,click,2464
1246,click,2464
729,click,2464
325,click,2464
120,click,2464
134,click,2464
1406,click,2464
1372,click,2464
858,click,2464
1223,click,2464
1562,click,2464
289,click,2464
465,click,2464
1218,click,2463
362,click,2463
41,click,2463
1361,click,2463
1453,click,2463
939,click,2462
1181,click,2462
296,click,2462
1481,click,2462
1653,click,2462
598,click,2462
110,click,2462
1433,click,2462
292,click,2462
838,click,2462
141,click,2462
479,click,2462
298,click,2461
1177,click,2461
536,click,2461
765,click,2461
710,click,2461
559,click,2461
1018,click,2461
964,click,2461
483,click,2461
902,click,2461
1412,click,2460
1233,click,2460
944,click,2460
1522,click,2460
409,click,2460
528,click,2460
1179,click,2460
221,click,2460
614,click,2460
79,click,2460
577,click,2460
1435,click,2460
733,click,2460
1208,click,2460
71,click,2460
119,click,2460
1044,click,2460
1328,click,2459
202,click,2459
777,click,2459
255,click,2459
513,click,2459
923,click,2459
1311,click,2459
562,click,2459
391,click,2459
1312,click,2459
693,click,2459
937,click,2459
867,click,2459
389,click,2459
112,click,2459
360,click,2459
368,click,2458
1420,click,2458
665,click,2458
403,click,2458
931,click,2458
232,click,2458
934,click,2458
83,click,2458
805,click,2458
1646,click,2458
839,click,2458
857,click,2458
1244,click,2458
1325,click,2458
542,click,2458
575,click,2458
1032,click,2457
848,click,2457
1067,click,2457
222,click,2457
161,click,2457
1121,click,2457
288,click,2457
1112,click,2457
334,click,2457
570,click,2456
1134,click,2456
43,click,2456
1492,click,2456
1470,click,2456
993,click,2456
1001,click,2456
1035,click,2456
375,click,2456
1444,click,2456
424,click,2456
451,click,2456
1198,click,2456
358,click,2456
525,click,2456
210,click,2455
87,click,2455
605,click,2455
806,click,2455
1434,click,2455
1200,click,2455
349,click,2455
771,click,2455
1588,click,2455
1621,click,2455
1251,click,2455
253,click,2454
1530,click,2454
401,click,2454
714,click,2454
1489,click,2454
1641,click,2454
723,click,2454
511,click,2454
131,click,2454
623,click,2453
1015,click,2453
46,click,2453
635,click,2453
285,click,2453
1282,click,2453
649,click,2453
49,click,2453
1601,click,2453
1228,click,2453
764,click,2453
1209,click,2452
1227,click,2452
1114,click,2452
1060,click,2452
1314,click,2452
272,click,2452
395,click,2452
351,click,2452
201,click,2451
332,click,2451
1526,click,2451
309,click,2451
1224,click,2451
297,click,2451
1613,click,2451
589,click,2451
922,click,2451
426,click,2451
1466,click,2451
533,click,2451
1615,click,2451
347,click,2451
499,click,2450
92,click,2450
486,click,2450
698,click,2450
892,click,2450
122,click,2450
1145,click,2450
1597,click,2450
103,click,2450
1528,click,2450
855,click,2450
1213,click,2450
1155,click,2450
1006,click,2449
1465,click,2449
738,click,2449
1055,click,2449
1627,click,2449
984,click,2449
281,click,2449
98,click,2449
885,click,2448
500,click,2448
1618,click,2448
728,click,2448
683,click,2448
439,click,2448
847,click,2448
1203,click,2448
30,click,2448
948,click,2448
889,click,2448
619,click,2447
949,click,2447
974,click,2447
328,click,2447
724,click,2447
197,click,2447
951,click,2447
304,click,2447
203,click,2447
118,click,2447
840,click,2447
1084,click,2447
622,click,2447
1565,click,2447
1429,click,2447
404,click,2447
972,click,2447
1294,click,2447
864,click,2446
1252,click,2446
807,click,2446
612,click,2446
1354,click,2446
821,click,2446
1017,click,2446
1594,click,2446
1118,click,2445
1102,click,2445
446,click,2445
778,click,2445
407,click,2445
393,click,2445
353,click,2445
1570,click,2445
1567,click,2445
228,click,2445
947,click,2445
1638,click,2445
1163,click,2444
435,click,2444
1590,click,2444
1083,click,2444
14,click,2444
1302,click,2444
921,click,2444
1191,click,2444
184,click,2443
1620,click,2443
432,click,2443
1161,click,2443
1535,click,2443
190,click,2443
704,click,2442
837,click,2442
1122,click,2442
912,click,2442
115,click,2442
1,click,2442
1316,click,2442
1455,click,2442
766,click,2442
918,click,2442
318,click,2442
1101,click,2442
230,click,2442
1146,click,2442
551,click,2442
226,click,2442
827,click,2441
93,click,2441
1287,click,2441
383,click,2441
1205,click,2441
463,click,2441
254,click,2441
264,click,2441
784,click,2441
1629,click,2441
207,click,2441
786,click,2441
1559,click,2441
386,click,2441
1648,click,2441
497,click,2441
1016,click,2441
1595,click,2441
1162,click,2441
532,click,2441
1490,click,2440
1587,click,2440
390,click,2440
877,click,2440
842,click,2440
453,click,2440
494,click,2440
1323,click,2440
175,click,2440
60,click,2440
107,click,2440
1384,click,2439
1611,click,2439
1130,click,2439
1219,click,2439
340,click,2439
341,click,2439
901,click,2439
549,click,2439
1034,click,2439
1368,click,2439
624,click,2439
156,click,2438
269,click,2438
70,click,2438
1524,click,2438
1362,click,2438
495,click,2438
142,click,2438
994,click,2438
1373,click,2438
797,click,2438
1643,click,2438
212,click,2438
775,click,2438
1068,click,2437
1040,click,2437
866,click,2437
648,click,2437
1258,click,2437
1517,click,2437
6,click,2437
97,click,2437
361,click,2437
29,click,2437
1076,click,2437
696,click,2437
428,click,2436
1650,click,2436
956,click,2436
744,click,2436
732,click,2436
256,click,2436
1389,click,2436
250,click,2436
1011,click,2436
708,click,2436
1510,click,2436
193,click,2436
1511,click,2436
139,click,2436
17,click,2435
57,click,2435
1419,click,2435
879,click,2435
1438,click,2435
1352,click,2435
182,click,2435
1248,click,2435
1520,click,2435
430,click,2435
159,click,2435
530,click,2435
88,click,2435
722,click,2435
1341,click,2435
853,click,2434
1232,click,2434
195,click,2434
881,click,2434
628,click,2434
1167,click,2434
239,click,2434
550,click,2434
338,click,2434
982,click,2434
225,click,2434
326,click,2433
315,click,2433
1043,click,2433
1125,click,2433
826,click,2433
1606,click,2433
369,click,2433
84,click,2433
1495,click,2433
749,click,2433
366,click,2433
1525,click,2433
564,click,2433
384,click,2433
484,click,2433
1051,click,2433
77,click,2433
854,click,2433
1476,click,2432
1284,click,2432
8,click,2432
1028,click,2432
1622,click,2432
291,click,2432
1013,click,2432
1593,click,2432
1256,click,2432
872,click,2432
200,click,2432
1357,click,2432
1334,click,2432
668,click,2432
242,click,2432
387,click,2432
1506,click,2431
99,click,2431
286,click,2431
441,click,2431
558,click,2431
689,click,2431
1366,click,2431
546,click,2431
474,click,2431
522,click,2431
1229,click,2431
147,click,2431
1556,click,2430
1557,click,2430
213,click,2430
274,click,2430
374,click,2430
526,click,2430
1199,click,2430
1388,click,2429
420,click,2429
1607,click,2429
186,click,2429
888,click,2429
740,click,2429
458,click,2429
434,click,2429
1447,click,2429
214,click,2429
183,click,2429
1168,click,2429
685,click,2429
1234,click,2429
1346,click,2429
422,click,2429
229,click,2429
416,click,2429
319,click,2429
7,click,2429
514,click,2429
1585,click,2429
152,click,2428
767,click,2428
1331,click,2428
1231,click,2428
1025,click,2428
1636,click,2428
1000,click,2428
582,click,2428
789,click,2428
961,click,2428
78,click,2427
1096,click,2427
381,click,2427
1104,click,2427
669,click,2427
831,click,2427
1456,click,2427
1136,click,2427
1093,click,2427
105,click,2427
1019,click,2427
1445,click,2427
581,click,2427
681,click,2427
1108,click,2427
770,click,2427
1276,click,2427
321,click,2427
53,click,2427
1081,click,2427
18,click,2426
129,click,2426
445,click,2426
1382,click,2426
448,click,2426
245,click,2426
597,click,2426
1467,click,2426
431,click,2426
1572,click,2426
370,click,2426
1330,click,2426
1089,click,2426
1098,click,2426
1493,click,2426
241,click,2426
96,click,2425
1049,click,2425
1166,click,2425
1375,click,2425
388,click,2425
539,click,2425
875,click,2425
1443,click,2425
618,click,2425
462,click,2425
1109,click,2425
756,click,2425
1505,click,2424
406,click,2424
378,click,2424
745,click,2424
33,click,2424
1054,click,2424
61,click,2424
34,click,2424
1095,click,2424
1159,click,2424
1652,click,2424
1461,click,2424
1022,click,2424
803,click,2424
199,click,2424
399,click,2424
1338,click,2424
747,click,2424
344,click,2424
1030,click,2424
1449,click,2424
1402,click,2424
810,click,2423
1196,click,2423
1344,click,2423
496,click,2423
467,click,2423
365,click,2423
1216,click,2423
852,click,2423
647,click,2423
814,click,2423
1237,click,2423
5,click,2423
198,click,2423
942,click,2422
1120,click,2422
1042,click,2422
54,click,2422
1616,click,2422
1169,click,2422
1184,click,2422
787,click,2422
1584,click,2422
469,click,2422
874,click,2422
82,click,2422
524,click,2422
1189,click,2422
1202,click,2421
1640,click,2421
331,click,2421
69,click,2421
800,click,2421
591,click,2421
636,click,2421
367,click,2421
1050,click,2421
873,click,2421
235,click,2421
238,click,2421
1132,click,2421
1482,click,2421
1543,click,2421
1339,click,2421
117,click,2421
1553,click,2421
715,click,2421
26,click,2420
48,click,2420
1395,click,2420
1023,click,2420
1592,click,2420
257,click,2420
1609,click,2420
305,click,2420
913,click,2420
1039,click,2419
580,click,2419
51,click,2419
815,click,2419
1265,click,2419
27,click,2419
24,click,2419
930,click,2419
1566,click,2419
746,click,2419
638,click,2419
234,click,2419
791,click,2419
574,click,2419
1041,click,2419
1478,click,2419
1475,click,2418
914,click,2418
659,click,2418
640,click,2418
1046,click,2418
191,click,2418
1064,click,2418
1403,click,2418
903,click,2418
89,click,2418
314,click,2418
1249,click,2418
1002,click,2417
950,click,2417
841,click,2417
1569,click,2417
450,click,2417
1539,click,2417
1551,click,2417
1583,click,2417
1628,click,2417
594,click,2417
1243,click,2417
169,click,2417
322,click,2417
35,click,2417
400,click,2417
595,click,2417
1005,click,2416
1327,click,2416
303,click,2416
124,click,2416
1537,click,2416
609,click,2416
1031,click,2416
1568,click,2416
1303,click,2416
682,click,2416
356,click,2416
270,click,2416
519,click,2416
317,click,2416
1446,click,2415
553,click,2415
679,click,2415
716,click,2415
81,click,2415
188,click,2415
1356,click,2415
706,click,2415
350,click,2415
449,click,2415
818,click,2415
1457,click,2415
1074,click,2415
586,click,2415
85,click,2415
4,click,2414
1065,click,2414
1133,click,2414
690,click,2414
825,click,2414
251,click,2414
843,click,2414
1306,click,2414
485,click,2414
1502,click,2414
1399,click,2414
337,click,2414
146,click,2414
1462,click,2414
590,click,2413
472,click,2413
455,click,2413
1380,click,2413
938,click,2413
1143,click,2413
1369,click,2413
941,click,2413
1377,click,2413
687,click,2413
1400,click,2412
1521,click,2412
978,click,2412
555,click,2412
1516,click,2412
795,click,2412
573,click,2412
617,click,2412
882,click,2412
884,click,2412
283,click,2412
1488,click,2412
1222,click,2412
13,click,2412
1225,click,2412
1523,click,2412
990,click,2412
194,click,2412
1454,click,2412
671,click,2412
372,click,2411
1623,click,2411
1087,click,2411
1340,click,2411
1152,click,2411
20,click,2411
739,click,2411
316,click,2411
65,click,2411
247,click,2411
185,click,2411
330,click,2411
280,click,2411
969,click,2411
421,click,2411
80,click,2411
995,click,2411
380,click,2411
284,click,2410
1230,click,2410
276,click,2410
352,click,2410
411,click,2410
1633,click,2410
1343,click,2410
711,click,2410
1397,click,2410
750,click,2410
10,click,2410
769,click,2410
585,click,2410
1171,click,2409
1190,click,2409
667,click,2409
1577,click,2409
717,click,2409
1437,click,2409
140,click,2409
924,click,2409
599,click,2409
992,click,2408
916,click,2408
104,click,2408
220,click,2408
936,click,2408
1115,click,2408
897,click,2408
774,click,2408
537,click,2408
975,click,2408
743,click,2408
1142,click,2408
653,click,2408
1436,click,2407
865,click,2407
1131,click,2407
812,click,2407
1160,click,2407
734,click,2407
489,click,2407
125,click,2407
836,click,2407
136,click,2407
1554,click,2407
719,click,2407
763,click,2407
544,click,2407
1321,click,2407
1637,click,2407
742,click,2407
59,click,2406
1010,click,2406
621,click,2406
1612,click,2406
1117,click,2406
151,click,2406
3,click,2406
933,click,2406
887,click,2406
382,click,2406
1097,click,2406
991,click,2406
414,click,2406
604,click,2406
1575,click,2406
335,click,2406
829,click,2406
436,click,2405
761,click,2405
1116,click,2405
459,click,2405
427,click,2404
652,click,2404
398,click,2404
1027,click,2404
534,click,2404
1460,click,2404
1268,click,2404
1608,click,2404
782,click,2404
1604,click,2404
661,click,2404
75,click,2404
977,click,2404
260,click,2404
1418,click,2404
898,click,2404
1439,click,2404
261,click,2403
173,click,2403
263,click,2403
290,click,2403
523,click,2403
880,click,2403
1144,click,2403
1430,click,2403
641,click,2403
179,click,2403
23,click,2402
19,click,2402
783,click,2402
1491,click,2402
302,click,2402
52,click,2401
927,click,2401
1273,click,2401
55,click,2401
425,click,2401
541,click,2401
1157,click,2401
168,click,2401
1544,click,2401
506,click,2401
1512,click,2401
1257,click,2401
813,click,2400
700,click,2400
1288,click,2400
997,click,2400
176,click,2400
1468,click,2400
1226,click,2400
1536,click,2400
1088,click,2400
697,click,2400
1586,click,2400
929,click,2400
565,click,2400
1333,click,2399
501,click,2399
1651,click,2399
1542,click,2399
1214,click,2399
343,click,2399
102,click,2399
760,click,2399
282,click,2399
568,click,2399
442,click,2398
1647,click,2398
1614,click,2398
862,click,2398
1217,click,2398
976,click,2397
1140,click,2397
1110,click,2397
691,click,2397
219,click,2397
456,click,2397
1241,click,2397
755,click,2397
531,click,2397
824,click,2397
1596,click,2397
1075,click,2397
768,click,2397
1644,click,2397
1405,click,2396
28,click,2396
487,click,2396
1275,click,2396
1012,click,2396
808,click,2396
1500,click,2396
900,click,2395
593,click,2395
968,click,2395
440,click,2395
561,click,2395
1529,click,2395
1062,click,2395
779,click,2394
823,click,2394
1139,click,2394
1164,click,2394
610,click,2394
904,click,2394
301,click,2394
1261,click,2394
851,click,2394
355,click,2394
1270,click,2394
871,click,2393
611,click,2393
149,click,2393
952,click,2393
780,click,2393
162,click,2393
1409,click,2393
928,click,2392
1322,click,2392
1483,click,2392
890,click,2392
236,click,2392
444,click,2392
354,click,2392
1107,click,2392
906,click,2392
1299,click,2391
868,click,2391
945,click,2391
1305,click,2391
701,click,2391
379,click,2390
963,click,2390
1047,click,2390
645,click,2390
1036,click,2390
960,click,2389
664,click,2389
312,click,2389
1058,click,2389
1351,click,2389
1186,click,2389
576,click,2389
521,click,2389
1310,click,2389
94,click,2389
492,click,2389
788,click,2389
731,click,2388
516,click,2388
1394,click,2388
1504,click,2388
1129,click,2388
1092,click,2388
917,click,2388
822,click,2388
655,click,2388
243,click,2387
1458,click,2387
1450,click,2387
490,click,2387
1176,click,2387
860,click,2387
759,click,2387
863,click,2387
277,click,2387
1319,click,2387
943,click,2387
223,click,2387
620,click,2386
477,click,2386
809,click,2386
981,click,2386
1285,click,2386
1398,click,2386
1235,click,2386
518,click,2386
1561,click,2386
751,click,2386
1390,click,2385
954,click,2385
12,click,2385
227,click,2385
1332,click,2385
1550,click,2385
464,click,2385
709,click,2385
376,click,2385
1527,click,2384
1277,click,2384
569,click,2384
1486,click,2384
819,click,2384
1293,click,2384
1605,click,2384
699,click,2384
707,click,2383
1149,click,2383
299,click,2383
1271,click,2383
630,click,2383
1485,click,2382
616,click,2382
919,click,2382
601,click,2382
1578,click,2382
572,click,2382
552,click,2382
1329,click,2382
126,click,2382
631,click,2381
171,click,2381
1540,click,2381
40,click,2381
657,click,2381
625,click,2381
1264,click,2381
686,click,2381
1253,click,2380
1427,click,2380
785,click,2380
1174,click,2380
965,click,2380
1192,click,2380
1440,click,2380
178,click,2380
1185,click,2379
1610,click,2379
258,click,2379
249,click,2379
752,click,2379
1245,click,2379
1254,click,2379
1518,click,2379
776,click,2378
1100,click,2378
1313,click,2377
535,click,2377
1519,click,2377
287,click,2377
1423,click,2377
293,click,2377
1201,click,2377
72,click,2377
1194,click,2376
718,click,2376
1269,click,2376
473,click,2376
1564,click,2375
1066,click,2375
737,click,2375
1392,click,2375
132,click,2374
310,click,2374
1591,click,2374
883,click,2374
480,click,2374
164,click,2374
294,click,2374
181,click,2374
324,click,2374
187,click,2374
1033,click,2374
1289,click,2373
781,click,2373
1401,click,2373
45,click,2373
627,click,2373
1180,click,2372
1281,click,2372
758,click,2372
588,click,2372
543,click,2372
886,click,2372
1008,click,2372
1220,click,2372
259,click,2371
1374,click,2371
1197,click,2371
675,click,2371
25,click,2371
1426,click,2371
1113,click,2371
656,click,2370
644,click,2370
306,click,2370
1318,click,2369
1127,click,2369
482,click,2369
672,click,2369
1365,click,2369
1624,click,2369
1533,click,2369
1635,click,2369
1555,click,2369
673,click,2369
1105,click,2368
157,click,2368
935,click,2368
1150,click,2368
1291,click,2368
1259,click,2368
816,click,2368
163,click,2367
478,click,2367
1503,click,2367
1221,click,2367
1151,click,2367
412,click,2367
329,click,2367
233,click,2366
438,click,2366
959,click,2366
895,click,2366
392,click,2366
1385,click,2366
1061,click,2366
720,click,2366
252,click,2366
488,click,2365
493,click,2365
1580,click,2365
1073,click,2365
705,click,2365
111,click,2365
1147,click,2365
196,click,2365
106,click,2365
1474,click,2364
166,click,2364
206,click,2364
1497,click,2364
646,click,2364
418,click,2364
538,click,2364
1431,click,2363
651,click,2363
1571,click,2363
633,click,2363
1363,click,2363
1154,click,2363
1639,click,2363
385,click,2363
1336,click,2362
910,click,2362
639,click,2362
224,click,2361
476,click,2361
1376,click,2361
736,click,2359
799,click,2359
237,click,2359
1422,click,2359
1212,click,2359
215,click,2359
1195,click,2359
121,click,2358
1631,click,2358
470,click,2358
626,click,2358
1359,click,2358
339,click,2357
320,click,2357
177,click,2357
1451,click,2356
958,click,2355
127,click,2355
211,click,2355
32,click,2354
50,click,2354
1428,click,2354
844,click,2354
1278,click,2354
145,click,2354
461,click,2354
1634,click,2353
1410,click,2353
481,click,2353
817,click,2353
1603,click,2353
1335,click,2353
1541,click,2352
1463,click,2352
835,click,2352
1172,click,2352
491,click,2352
154,click,2352
592,click,2352
946,click,2351
762,click,2351
209,click,2351
804,click,2351
1560,click,2350
998,click,2350
578,click,2350
1413,click,2349
1071,click,2349
1260,click,2349
726,click,2349
654,click,2349
1602,click,2348
1358,click,2347
1126,click,2347
307,click,2347
1355,click,2346
1416,click,2346
820,click,2345
678,click,2345
1175,click,2345
37,click,2345
502,click,2345
1350,click,2344
1645,click,2344
1297,click,2343
397,click,2343
1393,click,2343
1279,click,2343
279,click,2343
44,click,2343
1508,click,2342
1298,click,2342
1099,click,2342
1546,click,2340
1255,click,2340
36,click,2340
135,click,2340
967,click,2339
1295,click,2339
529,click,2339
1106,click,2339
68,click,2339
1165,click,2339
454,click,2338
1379,click,2338
1630,click,2337
266,click,2337
1206,click,2337
896,click,2336
985,click,2336
504,click,2336
1038,click,2336
1103,click,2335
1425,click,2334
1158,click,2334
1053,click,2334
1280,click,2333
56,click,2332
606,click,2332
1625,click,2331
144,click,2331
1581,click,2331
11,click,2329
596,click,2329
1378,click,2328
712,click,2328
38,click,2328
1215,click,2328
802,click,2327
1301,click,2326
31,click,2326
138,click,2324
1086,click,2323
1507,click,2323
613,click,2321
859,click,2320
1070,click,2318
498,click,2318
876,click,2317
218,click,2316
262,click,2314
108,click,2312
850,click,2312
794,click,2311
1484,click,2310
1111,click,2310
1156,click,2310
563,click,2309
1391,click,2309
1579,click,2309
265,click,2305
402,click,2302
676,click,2301
1211,click,2297
909,click,2267
238,purchase,25
1284,purchase,25
174,purchase,25
706,purchase,24
1562,purchase,24
807,purchase,24
228,purchase,23
1147,purchase,23
1292,purchase,23
1576,purchase,23
466,purchase,22
184,purchase,22
245,purchase,21
208,purchase,21
870,purchase,21
1038,purchase,21
550,purchase,21
1218,purchase,21
1600,purchase,21
160,purchase,21
887,purchase,21
170,purchase,21
1323,purchase,21
355,purchase,21
497,purchase,21
382,purchase,20
337,purchase,20
313,purchase,20
1609,purchase,20
4,purchase,20
923,purchase,20
812,purchase,20
128,purchase,20
851,purchase,20
1577,purchase,20
744,purchase,20
1055,purchase,20
825,purchase,20
1425,purchase,20
988,purchase,20
31,purchase,19
364,purchase,19
748,purchase,19
1423,purchase,19
828,purchase,19
434,purchase,19
443,purchase,19
984,purchase,19
1293,purchase,19
1089,purchase,19
396,purchase,19
154,purchase,19
1330,purchase,19
824,purchase,19
603,purchase,19
1215,purchase,19
1253,purchase,19
765,purchase,19
1499,purchase,19
695,purchase,19
775,purchase,19
1442,purchase,19
216,purchase,19
1565,purchase,19
381,purchase,19
452,purchase,19
1216,purchase,19
204,purchase,19
1152,purchase,19
318,purchase,19
686,purchase,19
277,purchase,19
774,purchase,18
1373,purchase,18
103,purchase,18
931,purchase,18
714,purchase,18
444,purchase,18
320,purchase,18
930,purchase,18
333,purchase,18
1369,purchase,18
273,purchase,18
1247,purchase,18
703,purchase,18
975,purchase,18
117,purchase,18
1368,purchase,18
533,purchase,18
457,purchase,18
311,purchase,18
172,purchase,18
306,purchase,18
1312,purchase,18
53,purchase,18
1427,purchase,18
1490,purchase,18
52,purchase,18
577,purchase,18
1180,purchase,18
512,purchase,18
374,purchase,18
1507,purchase,18
101,purchase,18
176,purchase,18
448,purchase,18
1158,purchase,18
1553,purchase,18
575,purchase,18
884,purchase,18
358,purchase,18
583,purchase,18
42,purchase,18
352,purchase,18
781,purchase,18
993,purchase,18
1622,purchase,18
1325,purchase,18
1363,purchase,17
190,purchase,17
1303,purchase,17
1145,purchase,17
1300,purchase,17
142,purchase,17
1486,purchase,17
302,purchase,17
1372,purchase,17
770,purchase,17
849,purchase,17
819,purchase,17
940,purchase,17
830,purchase,17
541,purchase,17
1399,purchase,17
625,purchase,17
1406,purchase,17
842,purchase,17
1212,purchase,17
278,purchase,17
1263,purchase,17
386,purchase,17
898,purchase,17
435,purchase,17
729,purchase,17
106,purchase,17
1178,purchase,17
893,purchase,17
627,purchase,17
1262,purchase,17
150,purchase,17
1181,purchase,17
700,purchase,17
1326,purchase,17
1209,purchase,17
259,purchase,17
233,purchase,17
892,purchase,17
46,purchase,17
220,purchase,17
999,purchase,17
1228,purchase,17
131,purchase,17
889,purchase,17
751,purchase,17
104,purchase,17
1026,purchase,17
596,purchase,17
1433,purchase,17
588,purchase,17
1459,purchase,17
165,purchase,17
1379,purchase,17
1587,purchase,17
722,purchase,17
1629,purchase,17
908,purchase,17
1186,purchase,17
1617,purchase,17
203,purchase,17
540,purchase,17
431,purchase,17
1410,purchase,17
1029,purchase,17
292,purchase,17
1331,purchase,16
726,purchase,16
366,purchase,16
614,purchase,16
29,purchase,16
392,purchase,16
1487,purchase,16
561,purchase,16
1066,purchase,16
1231,purchase,16
1025,purchase,16
557,purchase,16
520,purchase,16
94,purchase,16
897,purchase,16
1129,purchase,16
693,purchase,16
1081,purchase,16
834,purchase,16
554,purchase,16
1000,purchase,16
1234,purchase,16
894,purchase,16
85,purchase,16
330,purchase,16
854,purchase,16
632,purchase,16
1314,purchase,16
1578,purchase,16
235,purchase,16
164,purchase,16
1413,purchase,16
518,purchase,16
436,purchase,16
26,purchase,16
1227,purchase,16
1020,purchase,16
555,purchase,16
1313,purchase,16
18,purchase,16
1647,purchase,16
1569,purchase,16
615,purchase,16
553,purchase,16
340,purchase,16
1401,purchase,16
1602,purchase,16
